npi,provider_name,entity_type,taxonomy_description,city,state
1942350020,CAPITOL COUNTY CHILDREN'S COLLABORATIVE,NPI-2,Exclusive Provider Organization,HAMILTON,NJ
1942356993,STEPPING STONE SCHOOL FOR EXCEPTIONAL CHILDREN INC,NPI-2,Day Training  Developmentally Disabled Services,ALMA,AR
1942370762,CONTRA COSTA COUNTY,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),MARTINEZ,CA
1942526298,INTEGRATED REGIONAL LABORATORIES PATHOLOGY SERVICES  LLC,NPI-2,Pathology  Anatomic Pathology & Clinical Pathology,ATLANTIS,FL
1942576905,VAV OPERATIONS LLC,NPI-2,Community/Behavioral Health,SOUTH BEND,IN
1942617600,EL MIRADOR INCORPORATED,NPI-2,Home Health,ALBUQUERQUE,NM
1942652946,OXFORD CLINICAL LABORATORY INC.,NPI-2,Clinical Medical Laboratory,HALEDON,NJ
1942679667,CENTRAL FLORIDA KIDNEY CENTERS INC,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,ORLANDO,FL
1952330797,MAXIM HEALTHCARE SERVICES  INC.,NPI-2,Home Health,ALLENTOWN,PA
1952333460,SOUTHERN CALIFORNIA PERMANENTE MEDICAL GROUP,NPI-2,Health Maintenance Organization,ANAHEIM,CA
1952346876,AOC TX  LLC,NPI-2,Home Health,SHERMAN,TX
1952347205,NEWYORK-PRESBYTERIAN-QUEENS,NPI-2,General Acute Care Hospital,FLUSHING,NY
1952350944,SUTTER VALLEY HOSPITALS,NPI-2,Psychiatric Hospital,SACRAMENTO,CA
1952357568,WESTBROOK HEALTH SERVICES  INC.,NPI-2,Community/Behavioral Health,PARKERSBURG,WV
1952394074,ACT HOME HEALTH  INC.,NPI-2,Home Health,GARDEN GROVE,CA
1952468712,CARING PARTNERS OF MORRIS SUSSEX  INC.,NPI-2,Case Manager/Care Coordinator,MT ARLINGTON,NJ
1952476988,MONTEFIORE MEDICAL CENTER,NPI-2,General Acute Care Hospital,BRONX,NY
1952518078,COMMUNITY HEALTHCARE NETWORK  INC,NPI-2,Case Management,NEW YORK,NY
1952538951,D&S RESIDENTIAL SERVICES  LP,NPI-2,In Home Supportive Care,NASHVILLE,TN
1952612566,SOUTHERN HOME CARE SERVICES  INC.,NPI-2,Intermediate Care Facility  Intellectual Disabilities,OPELOUSAS,LA
1952851735,CLINTON HOME CARE  INC.,NPI-2,In Home Supportive Care,AURORA,CO
1952853988,NOVA REHABILITATION INC.,NPI-2,Home Health,MIAMI,FL
1952923179,COLORADO FAMILY CAREGIVERS LLC,NPI-2,In Home Supportive Care,COLORADO SPRINGS,CO
1952945628,HEALTH TALENT STRATEGIES,NPI-2,In Home Supportive Care,LAKE FOREST,CA
1962018374,CURATIVE LABS INC.,NPI-2,Clinical Medical Laboratory,ROUND ROCK,TX
1962033282,FAMILY CENTERED SERVICES OF ALASKA,NPI-2,Community/Behavioral Health,FAIRBANKS,AK
1962083493,REM MISSOURI  LLC,NPI-2,Clinic/Center  Developmental Disabilities,SAINT LOUIS,MO
1962091173,SB TRANSITIONAL SUB  LLC,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),BROCKTON,MA
1962165100,LOVING CARE AGENCY  INC.,NPI-2,In Home Supportive Care,COLORADO SPRINGS,CO
1962407759,OUACHITA ENRICHMENT CENTERS  INC.,NPI-2,Day Training  Developmentally Disabled Services,CAMDEN,AR
1962413989,JENKINS MEMORIAL CENTER & JENKINS INDUSTRIES  INC.,NPI-2,Day Training  Developmentally Disabled Services,PINE BLUFF,AR
1962423632,PATIENT FIRST MARYLAND MEDICAL GROUP  PLLC,NPI-2,Family Medicine,GLEN ALLEN,VA
1962432682,ADVANCE HI-TECH NURSING  INC.,NPI-2,Technician  Personal Care Attendant,SAN ANTONIO,TX
1962547745,INDEPENDENT CASE MANAGEMENT  INC.,NPI-2,Day Training  Developmentally Disabled Services,LITTLE ROCK,AR
1962564328,COMMUNITY BRIDGES,NPI-2,Case Management,CONCORD,NH
1962568477,PATHWAYS  INC.,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),ASHLAND,KY
1962579029,TEMPLE UNIVERSITY HOSPITAL  INC,NPI-2,General Acute Care Hospital,PHILADELPHIA,PA
1962587071,CONTRA COSTA COUNTY,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),SAN PABLO,CA
1962599266,CLINICAS DE SALUD DEL PUEBLO  INC,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),CALEXICO,CA
1962609701,DCPS - PUBLIC SCHOOLS,NPI-2,Local Education Agency (LEA),WASHINGTON,DC
1962637223,CULTURED CARE  INC.,NPI-2,Home Health,SWANSEA,MA
1962763375,LOVING HANDS HOME HEALTH AGENCY  INC.,NPI-2,Home Health,FORT MYERS,FL
1962846840,AURORA COMPREHENSIVE COMMUNITY MENTAL HEALTH CENTER  INC.,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),AURORA,CO
1972191518,C&C ADVOCACY AND HEALTH SERVICES  INC.,NPI-2,Clinic/Center  Mental Health (Including Community Mental Health Center),PIKESVILLE,MD
1972579837,WAKEMED,NPI-2,General Acute Care Hospital,RALEIGH,NC
1972592525,IVYREHAB NORTHERN PT  LLC,NPI-2,Clinic/Center  Physical Therapy,SPARTA,MI
1972597425,TOTAL HEALTH CARE INC,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),BALTIMORE,MD
1972598449,COUNTY OF SANTA CLARA,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),SAN JOSE,CA
1972643542,SANTA BARBARA COUNTY DEPARTMENT OF BEHAVIORAL WELLNESS,NPI-2,Clinic/Center  Adult Mental Health,SANTA MARIA,CA
1972652873,PARTNERS FOR KIDS AND FAMILIES  INC.,NPI-2,Case Management,WESTAMPTON,NJ
1972655991,MOSAIC,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,URBANDALE,IA
1972728822,INTERNATIONAL HEALTH SOLUTIONS  INC,NPI-2,Home Health,LAWRENCE,MA
1972809051,AMERICAN LOGISTICS  LLC.,NPI-2,Transportation Broker,ST. GEORGE,UT
1972907095,PEOPLECARE OF NORTHERN COLORADO  LLC,NPI-2,In Home Supportive Care,LOVELAND,CO
1972922037,PREMIER HEALTHCARE SERVICES  LLC,NPI-2,Home Health,GRAND JUNCTION,CO
1972954923,PERSONAL ASSISTANCE SERVICES OF COLORADO  LLC,NPI-2,In Home Supportive Care,LAKEWOOD,CO
1972970853,GOLDEN YEARS SERVICING LLC,NPI-2,Case Management,MIAMI,FL
1982079620,UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,NPI-2,Clinic/Center  Federally Qualified Health Center (FQHC),FRESNO,CA
1982102109,SPERO HEALTH OF KENTUCKY  LLC,NPI-2,Family Medicine  Addiction Medicine,DANVILLE,KY
1982191763,GRIDWORKS LAB  INC.,NPI-2,Transportation Broker,PORTLAND,OR
1982361226,BROGDON-PRINCE MANAGEMENT COMPANY  LLC,NPI-2,Clinic/Center  Developmental Disabilities,BENTON,AR
1982361952,ELEVATE YOUTH AND FAMILY SERVICES,NPI-2,Counselor  Mental Health,PHOENIX,AZ
1982735643,COMMONWEALTH OF MASS-DDS,NPI-2,Case Management,WALPOLE,MA
1982746772,DAKOTABILITIES,NPI-2,Voluntary or Charitable,SIOUX FALLS,SD
1982747192,STATE OF ALABAMA DEPARTMENT OF PUBLIC HEALTH,NPI-2,Clinical Medical Laboratory,PRATTVILLE,AL
1982754024,LIFE SKILLS CENTERS  INC.,NPI-2,Day Training  Developmentally Disabled Services,MT. CLEMENS,MI
1982761235,SEATTLE-KING COUNTY DEPT OF PUBLIC HEALTH,NPI-2,Clinic/Center  Dental,SEATTLE,WA
1982781076,CARLTON PALMS EDUCATIONAL CENTER  INC.,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,MOUNT DORA,FL
1982781571,CITY OF PHOENIX ARIZONA,NPI-2,Emergency Medical Technician  Paramedic,PHOENIX,AZ
1982887022,G B COOLEY HOSPITAL SERVICES/PCA,NPI-2,Residential Treatment Facility  Intellectual and/or Developmental Disabilities,WEST MONROE,LA
1992092274,PERSPECTIVES CORPORATION,NPI-2,Day Training  Developmentally Disabled Services,NORTH KINGSTOWN,RI
1992172019,EMERGENCY HOSPITAL SYSTEMS LLC,NPI-2,General Acute Care Hospital,CLEVELAND,TX
1992180343,FM HEALING CENTER  LLC,NPI-2,Family Medicine  Addiction Medicine,RICHMOND,KY
1992216766,HABILITATIVE SERVICES  LLC,NPI-2,Community/Behavioral Health,MANKATO,MN
1992253355,TOBOSA DEVELOPMENTAL SERVICES  INC.,NPI-2,Early Intervention Provider Agency,ROSWELL,NM
1992582613,PUYALLUP TRIBAL OPIOID CLINIC  INC.,NPI-2,Clinic/Center  Rehabilitation  Substance Use Disorder,TACOMA,WA
1992805022,GOVERNMENT OF THE DISTRICT OF COLUMBIA OFFICE OF TAX AND REVENUE,NPI-2,Ambulance  Land Transport,WASHINGTON,DC
1992817738,RENAL CARE GROUP OF THE SOUTHEAST  INC.,NPI-2,Clinic/Center  End-Stage Renal Disease (ESRD) Treatment,PENSACOLA,FL
1992842983,SKILLS DEVELOPMENT SERVICES  INC.,NPI-2,Day Training  Developmentally Disabled Services,TULLAHOMA,TN
1992850952,BLACK HILLS WORKS INC,NPI-2,Day Training  Developmentally Disabled Services,RAPID CITY,SD
1992863583,COMMUNITY SYSTEMS  INC.,NPI-2,Psychologist  Intellectual & Developmental Disabilities,NEWARK,DE
1992867527,SERV ACHIEVEMENT CENTERS INC,NPI-2,Community Based Residential Treatment Facility  Intellectual and/or Developmental Disabilities,ROBBINSVILLE,NJ
1992886881,MAINSTREAM LIVING  INC.,NPI-2,Social Worker,AMES,IA
1992887616,WEST COAST SPINE RESTORATION CENTER  INC,NPI-2,Physical Therapist,RIVERSIDE,CA
1992910152,BRIDGEPORT HOSPITAL,NPI-2,General Acute Care Hospital,BRIDGEPORT,CT
1992910798,KENTUCKIANA REGIONAL PLANNING AND DEVELOPMENT AGENCY,NPI-2,Supports Brokerage,LOUISVILLE,KY
1992920417,NORTHEAST ARC  INC.,NPI-2,Community/Behavioral Health,DANVERS,MA
1992944557,SEQUEL OF NEW MEXICO  LLC,NPI-2,Residential Treatment Facility  Intellectual and/or Developmental Disabilities,ALBUQUERQUE,NM
1999999984,Not Found,Unknown,Unknown,Unknown,Unknown
A014098800,Not Found,Unknown,Unknown,Unknown,Unknown
A236660300,Not Found,Unknown,Unknown,Unknown,Unknown
A248521400,Not Found,Unknown,Unknown,Unknown,Unknown
A342131700,Not Found,Unknown,Unknown,Unknown,Unknown
A514465200,Not Found,Unknown,Unknown,Unknown,Unknown
A542640100,Not Found,Unknown,Unknown,Unknown,Unknown
A669467502,Not Found,Unknown,Unknown,Unknown,Unknown
A705719901,Not Found,Unknown,Unknown,Unknown,Unknown
A744938000,Not Found,Unknown,Unknown,Unknown,Unknown
A747024001,Not Found,Unknown,Unknown,Unknown,Unknown
A784457500,Not Found,Unknown,Unknown,Unknown,Unknown
A976414300,Not Found,Unknown,Unknown,Unknown,Unknown
A981940000,Not Found,Unknown,Unknown,Unknown,Unknown
M917673800,Not Found,Unknown,Unknown,Unknown,Unknown
